product_id,product_name,category,product_type,product_url,reference_price,reference_commission_rate,search_volume,search_growth_7d,social_mentions_7d,competitor_count,days_until_peak,seasonal_relevance
P0665,Synthetic Pet Care Product 665,Pet Care,membership,https://example.com/products/p0665,320.64,0.26,100289,51,4168,31,25,23
P0666,Synthetic Personal Finance Product 666,Personal Finance,course,https://example.com/products/p0666,78.43,0.2787,148814,-26,13214,9,58,28
P0667,Synthetic Education Product 667,Education,subscription,https://example.com/products/p0667,350.61,0.3529,146105,-30,956,147,90,76
P0668,Synthetic Creator Tools Product 668,Creator Tools,digital_download,https://example.com/products/p0668,195.18,0.2165,60932,39,11209,16,18,38
P0669,Synthetic Gaming Product 669,Gaming,membership,https://example.com/products/p0669,141.68,0.4337,3425,-13,14842,94,79,43
P0670,Synthetic Fitness Product 670,Fitness,digital_download,https://example.com/products/p0670,190.61,0.3927,5985,34,15,78,17,94
P0671,Synthetic Travel Product 671,Travel,subscription,https://example.com/products/p0671,362.12,0.4044,73959,-34,6776,48,26,3
P0672,Synthetic Productivity Product 672,Productivity,subscription,https://example.com/products/p0672,387.88,0.2371,82563,-36,1237,3,31,75
P0673,Synthetic Beauty Product 673,Beauty,course,https://example.com/products/p0673,191.85,0.4711,109948,39,5342,39,72,14
P0674,Synthetic Personal Finance Product 674,Personal Finance,software,https://example.com/products/p0674,15.98,0.1338,19606,90,711,12,11,92
P0675,Synthetic Creator Tools Product 675,Creator Tools,digital_download,https://example.com/products/p0675,364.38,0.4377,116307,-33,11184,126,70,69
P0676,Synthetic Fitness Product 676,Fitness,digital_download,https://example.com/products/p0676,46.55,0.2144,59861,-43,11035,122,17,5
P0677,Synthetic Summer Gadgets Product 677,Summer Gadgets,mobile_app,https://example.com/products/p0677,219.06,0.4769,98807,60,4835,62,78,80
P0678,Synthetic Education Product 678,Education,physical,https://example.com/products/p0678,101.71,0.0705,10300,3,12199,121,6,85
P0679,Synthetic Education Product 679,Education,membership,https://example.com/products/p0679,303.44,0.1983,90001,70,973,158,61,21
P0680,Synthetic Home Office Product 680,Home Office,software,https://example.com/products/p0680,281.66,0.0906,45045,-62,144,51,11,86
P0681,Synthetic Gaming Product 681,Gaming,digital_download,https://example.com/products/p0681,218.56,0.3782,85377,-63,7645,31,3,81
P0682,Synthetic Travel Product 682,Travel,digital_download,https://example.com/products/p0682,373.55,0.2311,2838,46,13470,101,3,19
P0683,Synthetic Beauty Product 683,Beauty,mobile_app,https://example.com/products/p0683,103.69,0.2456,34748,-50,11382,113,0,69
P0684,Synthetic Gaming Product 684,Gaming,course,https://example.com/products/p0684,259.39,0.1921,17472,32,693,91,33,95
P0685,Synthetic Career Software Product 685,Career Software,course,https://example.com/products/p0685,97.53,0.5894,48643,82,6990,147,42,25
P0686,Synthetic Home Office Product 686,Home Office,mobile_app,https://example.com/products/p0686,64.01,0.3901,58625,-62,13445,48,44,31
P0687,Synthetic Education Product 687,Education,digital_download,https://example.com/products/p0687,472.14,0.1107,24289,7,10633,132,32,7
P0688,Synthetic Gaming Product 688,Gaming,course,https://example.com/products/p0688,71.98,0.326,50058,24,3579,120,37,97
P0689,Synthetic Travel Product 689,Travel,membership,https://example.com/products/p0689,272.13,0.4454,126434,48,5015,142,12,100
P0690,Synthetic Pet Care Product 690,Pet Care,physical,https://example.com/products/p0690,332.91,0.4257,128211,65,5617,75,35,81
P0691,Synthetic Creator Tools Product 691,Creator Tools,service,https://example.com/products/p0691,283.27,0.275,21625,9,11613,34,69,83
P0692,Synthetic Home Office Product 692,Home Office,service,https://example.com/products/p0692,71.7,0.5191,40343,38,8088,99,38,5
P0693,Synthetic Travel Product 693,Travel,mobile_app,https://example.com/products/p0693,35.76,0.242,43940,-50,9812,157,57,59
P0694,Synthetic Pet Care Product 694,Pet Care,service,https://example.com/products/p0694,400.94,0.2551,121531,74,13182,22,5,36
P0695,Synthetic Travel Product 695,Travel,service,https://example.com/products/p0695,210.38,0.3137,146951,33,7595,50,65,41
P0696,Synthetic Travel Product 696,Travel,service,https://example.com/products/p0696,321.56,0.4271,115333,-57,5945,28,33,53
P0697,Synthetic Fitness Product 697,Fitness,physical,https://example.com/products/p0697,60.13,0.3219,104865,-12,568,153,3,99
P0698,Synthetic Creator Tools Product 698,Creator Tools,mobile_app,https://example.com/products/p0698,282.57,0.4588,115407,51,3698,22,9,53
P0699,Synthetic Home Office Product 699,Home Office,physical,https://example.com/products/p0699,305.73,0.1889,52149,63,12934,140,48,4
P0700,Synthetic Creator Tools Product 700,Creator Tools,mobile_app,https://example.com/products/p0700,26.8,0.5344,67553,39,6031,7,59,24
P0701,Synthetic Personal Finance Product 701,Personal Finance,software,https://example.com/products/p0701,85.94,0.3253,125867,-35,746,35,49,6
P0702,Synthetic Career Software Product 702,Career Software,membership,https://example.com/products/p0702,426.32,0.5992,13225,15,4863,101,82,30
P0703,Synthetic Beauty Product 703,Beauty,course,https://example.com/products/p0703,64.21,0.5495,98547,-4,7423,85,88,94
P0704,Synthetic Productivity Product 704,Productivity,digital_download,https://example.com/products/p0704,482.59,0.043,2104,35,5226,148,0,77
P0705,Synthetic Fitness Product 705,Fitness,digital_download,https://example.com/products/p0705,320.48,0.2211,25389,14,14870,24,15,97
P0706,Synthetic Home Office Product 706,Home Office,physical,https://example.com/products/p0706,199.03,0.1236,50082,44,13135,53,51,94
P0707,Synthetic Home Office Product 707,Home Office,course,https://example.com/products/p0707,224.07,0.5448,87572,55,6399,40,62,62
P0708,Synthetic Summer Gadgets Product 708,Summer Gadgets,subscription,https://example.com/products/p0708,466.24,0.1995,125382,86,1468,86,80,62
P0709,Synthetic Fitness Product 709,Fitness,membership,https://example.com/products/p0709,464.21,0.5607,68362,11,9991,39,41,26
P0710,Synthetic Summer Gadgets Product 710,Summer Gadgets,mobile_app,https://example.com/products/p0710,339.34,0.288,96355,36,10601,68,40,26
P0711,Synthetic Summer Gadgets Product 711,Summer Gadgets,subscription,https://example.com/products/p0711,486.77,0.2697,30833,-20,4201,0,90,83
P0712,Synthetic Personal Finance Product 712,Personal Finance,software,https://example.com/products/p0712,292.84,0.0355,149780,-44,12090,30,57,62
P0713,Synthetic Travel Product 713,Travel,subscription,https://example.com/products/p0713,102.61,0.1616,60092,53,8260,86,28,93
P0714,Synthetic Pet Care Product 714,Pet Care,membership,https://example.com/products/p0714,68.83,0.3813,66858,44,12629,148,87,99
P0715,Synthetic Gaming Product 715,Gaming,service,https://example.com/products/p0715,373.69,0.3753,88976,67,12145,119,57,80
P0716,Synthetic Pet Care Product 716,Pet Care,membership,https://example.com/products/p0716,91.38,0.1966,69009,48,12996,107,79,89
P0717,Synthetic Fitness Product 717,Fitness,physical,https://example.com/products/p0717,208.64,0.2954,143869,-20,13523,139,78,30
P0718,Synthetic Personal Finance Product 718,Personal Finance,service,https://example.com/products/p0718,196.36,0.1944,2066,-4,10360,56,70,63
P0719,Synthetic Personal Finance Product 719,Personal Finance,mobile_app,https://example.com/products/p0719,499.51,0.3684,113395,29,9251,131,1,60
P0720,Synthetic Beauty Product 720,Beauty,software,https://example.com/products/p0720,383.99,0.0762,149569,69,11279,17,28,3
P0721,Synthetic Beauty Product 721,Beauty,software,https://example.com/products/p0721,476.22,0.5082,83855,-55,7708,45,65,61
P0722,Synthetic Creator Tools Product 722,Creator Tools,physical,https://example.com/products/p0722,135.79,0.385,118339,-21,12072,69,32,26
P0723,Synthetic Beauty Product 723,Beauty,software,https://example.com/products/p0723,171.5,0.2787,131008,73,1756,30,38,79
P0724,Synthetic Pet Care Product 724,Pet Care,software,https://example.com/products/p0724,86.72,0.2382,85404,-57,7960,131,20,54
P0725,Synthetic Home Office Product 725,Home Office,membership,https://example.com/products/p0725,249.17,0.1893,26032,-19,14676,122,50,15
P0726,Synthetic Beauty Product 726,Beauty,physical,https://example.com/products/p0726,478.88,0.1765,95684,36,5096,8,27,27
P0727,Synthetic Creator Tools Product 727,Creator Tools,course,https://example.com/products/p0727,116.16,0.5071,22026,28,7862,69,36,98
P0728,Synthetic Fitness Product 728,Fitness,subscription,https://example.com/products/p0728,495.79,0.1135,100209,-62,9933,41,61,40
P0729,Synthetic Travel Product 729,Travel,digital_download,https://example.com/products/p0729,251.56,0.3478,18955,-16,892,94,1,30
P0730,Synthetic Pet Care Product 730,Pet Care,physical,https://example.com/products/p0730,14.4,0.1856,3719,-6,6953,59,57,96
P0731,Synthetic Beauty Product 731,Beauty,software,https://example.com/products/p0731,473.15,0.079,17539,-26,327,148,62,5
P0732,Synthetic Creator Tools Product 732,Creator Tools,subscription,https://example.com/products/p0732,200.79,0.3455,29223,4,4850,3,44,74
P0733,Synthetic Career Software Product 733,Career Software,course,https://example.com/products/p0733,327.78,0.5144,59848,54,8927,6,68,0
P0734,Synthetic Travel Product 734,Travel,service,https://example.com/products/p0734,193.63,0.5491,38828,81,11731,60,25,28
P0735,Synthetic Gaming Product 735,Gaming,membership,https://example.com/products/p0735,56.22,0.4986,85698,55,13978,64,61,88
P0736,Synthetic Gaming Product 736,Gaming,service,https://example.com/products/p0736,216.28,0.5579,34442,-20,3654,106,2,8
P0737,Synthetic Career Software Product 737,Career Software,course,https://example.com/products/p0737,144.61,0.4912,38595,78,8197,39,4,46
P0738,Synthetic Career Software Product 738,Career Software,physical,https://example.com/products/p0738,35.72,0.5765,32126,-5,8280,120,3,34
P0739,Synthetic Productivity Product 739,Productivity,membership,https://example.com/products/p0739,407.83,0.1301,33184,-56,4215,44,12,70
P0740,Synthetic Beauty Product 740,Beauty,physical,https://example.com/products/p0740,336.5,0.2278,34027,15,5216,26,87,34
P0741,Synthetic Personal Finance Product 741,Personal Finance,digital_download,https://example.com/products/p0741,481.97,0.2819,125456,87,14047,89,80,25
P0742,Synthetic Creator Tools Product 742,Creator Tools,software,https://example.com/products/p0742,241.49,0.4177,66485,-14,14228,23,47,79
P0743,Synthetic Education Product 743,Education,subscription,https://example.com/products/p0743,432.21,0.0583,68481,-33,13736,134,31,35
P0744,Synthetic Summer Gadgets Product 744,Summer Gadgets,physical,https://example.com/products/p0744,180.02,0.5005,50645,63,12048,144,15,38
P0745,Synthetic Career Software Product 745,Career Software,digital_download,https://example.com/products/p0745,224.49,0.2027,84228,-5,6168,52,66,54
P0746,Synthetic Home Office Product 746,Home Office,course,https://example.com/products/p0746,294.79,0.3571,92405,-18,1813,122,9,65
P0747,Synthetic Personal Finance Product 747,Personal Finance,digital_download,https://example.com/products/p0747,85.68,0.0634,31205,-39,1507,2,7,88
P0748,Synthetic Fitness Product 748,Fitness,service,https://example.com/products/p0748,60.11,0.1931,113712,21,14603,110,7,70
P0749,Synthetic Travel Product 749,Travel,physical,https://example.com/products/p0749,255.91,0.0408,5703,-35,2076,100,39,84
P0750,Synthetic Productivity Product 750,Productivity,course,https://example.com/products/p0750,91.53,0.482,7422,24,10096,128,35,1
P0751,Synthetic Personal Finance Product 751,Personal Finance,software,https://example.com/products/p0751,152.06,0.1359,112626,-35,14718,87,35,38
P0752,Synthetic Beauty Product 752,Beauty,software,https://example.com/products/p0752,459.1,0.257,69986,58,11992,41,67,20
P0753,Synthetic Fitness Product 753,Fitness,digital_download,https://example.com/products/p0753,92.56,0.567,69239,-52,1222,138,1,31
P0754,Synthetic Creator Tools Product 754,Creator Tools,service,https://example.com/products/p0754,364.58,0.2421,27858,-62,7109,3,84,57
P0755,Synthetic Summer Gadgets Product 755,Summer Gadgets,course,https://example.com/products/p0755,333.26,0.1587,92733,-52,1230,139,89,68
P0756,Synthetic Home Office Product 756,Home Office,subscription,https://example.com/products/p0756,455.5,0.1029,146237,-50,418,21,71,77
P0757,Synthetic Creator Tools Product 757,Creator Tools,course,https://example.com/products/p0757,333.41,0.0566,81186,-10,11441,121,69,32
P0758,Synthetic Pet Care Product 758,Pet Care,service,https://example.com/products/p0758,262.51,0.1808,16720,36,10798,144,67,92
P0759,Synthetic Creator Tools Product 759,Creator Tools,course,https://example.com/products/p0759,431.43,0.3867,9805,-65,11064,27,11,21
P0760,Synthetic Education Product 760,Education,digital_download,https://example.com/products/p0760,27.24,0.0281,3037,39,7773,76,38,40
P0761,Synthetic Summer Gadgets Product 761,Summer Gadgets,membership,https://example.com/products/p0761,179.59,0.4203,116116,12,1520,80,59,4
P0762,Synthetic Productivity Product 762,Productivity,membership,https://example.com/products/p0762,30.76,0.3069,124060,55,8186,47,69,51
P0763,Synthetic Career Software Product 763,Career Software,service,https://example.com/products/p0763,142.34,0.2076,68196,57,11515,75,16,97
P0764,Synthetic Beauty Product 764,Beauty,mobile_app,https://example.com/products/p0764,443.8,0.0961,55582,27,7228,57,8,91
P0765,Synthetic Creator Tools Product 765,Creator Tools,membership,https://example.com/products/p0765,248.76,0.5994,55629,-45,6725,32,50,8
P0766,Synthetic Personal Finance Product 766,Personal Finance,mobile_app,https://example.com/products/p0766,421.27,0.1219,117851,-53,11425,61,22,41
P0767,Synthetic Education Product 767,Education,course,https://example.com/products/p0767,340.98,0.541,136421,-18,4511,98,29,53
P0768,Synthetic Fitness Product 768,Fitness,course,https://example.com/products/p0768,75.53,0.3902,127446,-53,12927,97,33,58
P0769,Synthetic Summer Gadgets Product 769,Summer Gadgets,digital_download,https://example.com/products/p0769,456.29,0.1915,68151,5,11268,128,6,75
P0770,Synthetic Productivity Product 770,Productivity,subscription,https://example.com/products/p0770,20.48,0.1925,130693,85,10987,140,84,36
P0771,Synthetic Personal Finance Product 771,Personal Finance,course,https://example.com/products/p0771,406.55,0.2818,103029,58,14989,154,73,15
P0772,Synthetic Travel Product 772,Travel,subscription,https://example.com/products/p0772,441.7,0.5856,90916,82,13734,159,90,96
P0773,Synthetic Career Software Product 773,Career Software,physical,https://example.com/products/p0773,433.05,0.3794,126519,22,965,85,16,67
P0774,Synthetic Creator Tools Product 774,Creator Tools,subscription,https://example.com/products/p0774,195.2,0.4022,102074,12,9061,19,75,82
P0775,Synthetic Career Software Product 775,Career Software,subscription,https://example.com/products/p0775,65.5,0.191,132639,32,10524,122,21,17
P0776,Synthetic Home Office Product 776,Home Office,software,https://example.com/products/p0776,227.75,0.0672,61525,75,2556,131,41,92
P0777,Synthetic Personal Finance Product 777,Personal Finance,subscription,https://example.com/products/p0777,30.82,0.2906,34727,90,12896,27,28,19
P0778,Synthetic Pet Care Product 778,Pet Care,course,https://example.com/products/p0778,75.79,0.4336,116208,-21,11878,153,69,9
P0779,Synthetic Pet Care Product 779,Pet Care,membership,https://example.com/products/p0779,115.05,0.1812,33788,32,660,69,6,13
P0780,Synthetic Beauty Product 780,Beauty,subscription,https://example.com/products/p0780,235.5,0.4479,13976,55,7289,67,1,35
P0781,Synthetic Pet Care Product 781,Pet Care,service,https://example.com/products/p0781,215.85,0.5403,960,88,5322,149,65,8
P0782,Synthetic Summer Gadgets Product 782,Summer Gadgets,subscription,https://example.com/products/p0782,343.08,0.5082,115664,-15,5493,109,28,79
P0783,Synthetic Fitness Product 783,Fitness,software,https://example.com/products/p0783,203.28,0.2248,141610,-7,144,45,2,22
P0784,Synthetic Education Product 784,Education,service,https://example.com/products/p0784,313.85,0.2036,74492,57,9500,26,4,89
P0785,Synthetic Productivity Product 785,Productivity,software,https://example.com/products/p0785,410.29,0.5386,28237,88,8770,115,52,23
P0786,Synthetic Education Product 786,Education,software,https://example.com/products/p0786,444.54,0.0782,100100,-70,7490,134,27,86
P0787,Synthetic Beauty Product 787,Beauty,physical,https://example.com/products/p0787,214.06,0.1425,145253,-62,2562,71,58,14
P0788,Synthetic Productivity Product 788,Productivity,membership,https://example.com/products/p0788,481.3,0.1336,49814,-63,9198,34,51,28
P0789,Synthetic Beauty Product 789,Beauty,digital_download,https://example.com/products/p0789,164.46,0.2625,64868,-37,3341,83,27,24
P0790,Synthetic Career Software Product 790,Career Software,digital_download,https://example.com/products/p0790,490.26,0.1056,23239,36,2853,131,27,7
P0791,Synthetic Travel Product 791,Travel,physical,https://example.com/products/p0791,167.39,0.1051,4976,0,4440,80,17,78
P0792,Synthetic Gaming Product 792,Gaming,digital_download,https://example.com/products/p0792,461.06,0.3847,57286,-60,3973,43,54,71
P0793,Synthetic Pet Care Product 793,Pet Care,membership,https://example.com/products/p0793,50.74,0.3876,129163,2,13254,103,89,79
P0794,Synthetic Home Office Product 794,Home Office,subscription,https://example.com/products/p0794,408.49,0.4759,7701,29,8708,100,52,23
P0795,Synthetic Summer Gadgets Product 795,Summer Gadgets,mobile_app,https://example.com/products/p0795,411.1,0.14,65913,-62,2282,3,72,88
P0796,Synthetic Fitness Product 796,Fitness,physical,https://example.com/products/p0796,375.13,0.5275,74912,19,14892,134,2,79
P0797,Synthetic Beauty Product 797,Beauty,course,https://example.com/products/p0797,289.01,0.3394,87595,-56,1518,104,36,78
P0798,Synthetic Pet Care Product 798,Pet Care,service,https://example.com/products/p0798,98.31,0.1939,112310,-28,10611,13,73,22
P0799,Synthetic Pet Care Product 799,Pet Care,service,https://example.com/products/p0799,191.07,0.3222,110133,-63,6239,142,70,34
P0800,Synthetic Home Office Product 800,Home Office,course,https://example.com/products/p0800,484.63,0.5095,76605,-3,7987,139,53,14
P0801,Synthetic Pet Care Product 801,Pet Care,software,https://example.com/products/p0801,262.61,0.0871,33656,-5,8692,43,29,3
P0802,Synthetic Career Software Product 802,Career Software,course,https://example.com/products/p0802,385.98,0.2632,66405,36,4233,115,82,100
P0803,Synthetic Productivity Product 803,Productivity,subscription,https://example.com/products/p0803,156.97,0.2353,61516,-21,11191,43,6,38
P0804,Synthetic Home Office Product 804,Home Office,subscription,https://example.com/products/p0804,348.32,0.4779,10609,67,3336,78,89,71
P0805,Synthetic Gaming Product 805,Gaming,subscription,https://example.com/products/p0805,367.4,0.4524,149003,61,4770,137,16,31
P0806,Synthetic Home Office Product 806,Home Office,subscription,https://example.com/products/p0806,214.71,0.4117,78791,61,9176,21,28,58
P0807,Synthetic Beauty Product 807,Beauty,mobile_app,https://example.com/products/p0807,315.44,0.079,97694,64,2826,101,53,2
P0808,Synthetic Fitness Product 808,Fitness,digital_download,https://example.com/products/p0808,479.91,0.386,121784,45,8797,10,14,57
P0809,Synthetic Creator Tools Product 809,Creator Tools,membership,https://example.com/products/p0809,437.79,0.0673,109823,51,7270,67,59,59
P0810,Synthetic Creator Tools Product 810,Creator Tools,course,https://example.com/products/p0810,238.07,0.2963,259,22,199,34,68,7
P0811,Synthetic Fitness Product 811,Fitness,service,https://example.com/products/p0811,298.2,0.5468,19785,-30,13156,130,42,53
P0812,Synthetic Career Software Product 812,Career Software,software,https://example.com/products/p0812,165.88,0.3477,101260,58,8659,126,83,24
P0813,Synthetic Education Product 813,Education,course,https://example.com/products/p0813,416.39,0.3315,76095,-42,6164,96,49,7
P0814,Synthetic Beauty Product 814,Beauty,membership,https://example.com/products/p0814,400.38,0.5031,48282,-67,8470,26,33,95
P0815,Synthetic Gaming Product 815,Gaming,membership,https://example.com/products/p0815,172.01,0.1395,5791,85,4293,140,3,36
P0816,Synthetic Pet Care Product 816,Pet Care,digital_download,https://example.com/products/p0816,242.21,0.5316,109707,78,12525,148,12,5
P0817,Synthetic Beauty Product 817,Beauty,mobile_app,https://example.com/products/p0817,38.91,0.2491,33857,45,9103,89,25,12
P0818,Synthetic Fitness Product 818,Fitness,digital_download,https://example.com/products/p0818,313.74,0.244,92891,74,6992,156,26,29
P0819,Synthetic Career Software Product 819,Career Software,mobile_app,https://example.com/products/p0819,300.03,0.3393,23133,-7,14281,74,79,19
P0820,Synthetic Personal Finance Product 820,Personal Finance,physical,https://example.com/products/p0820,471.57,0.2303,107305,86,1474,96,52,73
P0821,Synthetic Beauty Product 821,Beauty,course,https://example.com/products/p0821,346.92,0.0131,145894,9,9182,152,9,11
P0822,Synthetic Fitness Product 822,Fitness,mobile_app,https://example.com/products/p0822,459.72,0.0492,8589,76,12775,56,90,59
P0823,Synthetic Beauty Product 823,Beauty,membership,https://example.com/products/p0823,37.44,0.1289,96069,89,104,111,47,0
P0824,Synthetic Beauty Product 824,Beauty,physical,https://example.com/products/p0824,103.58,0.2667,10547,-18,10995,115,60,52
P0825,Synthetic Career Software Product 825,Career Software,service,https://example.com/products/p0825,194.57,0.3314,67601,56,12551,118,84,93
P0826,Synthetic Personal Finance Product 826,Personal Finance,membership,https://example.com/products/p0826,421.88,0.3409,74562,81,3983,144,51,48
P0827,Synthetic Creator Tools Product 827,Creator Tools,software,https://example.com/products/p0827,207.67,0.5967,89494,0,13589,19,14,7
P0828,Synthetic Productivity Product 828,Productivity,mobile_app,https://example.com/products/p0828,278.48,0.3208,148288,-19,13482,77,28,63
P0829,Synthetic Creator Tools Product 829,Creator Tools,service,https://example.com/products/p0829,134.24,0.1696,131596,61,8057,116,36,85
P0830,Synthetic Beauty Product 830,Beauty,software,https://example.com/products/p0830,309.48,0.5047,56212,63,5823,10,58,7
P0831,Synthetic Travel Product 831,Travel,mobile_app,https://example.com/products/p0831,445.21,0.573,97738,33,7595,96,25,63
P0832,Synthetic Productivity Product 832,Productivity,physical,https://example.com/products/p0832,237.21,0.4619,38972,81,9254,143,41,75
P0833,Synthetic Gaming Product 833,Gaming,course,https://example.com/products/p0833,248.99,0.1359,127293,66,10918,21,13,31
P0834,Synthetic Personal Finance Product 834,Personal Finance,mobile_app,https://example.com/products/p0834,252.88,0.579,127898,56,12806,27,8,52
P0835,Synthetic Education Product 835,Education,course,https://example.com/products/p0835,22.7,0.5921,31230,56,12544,89,37,66
P0836,Synthetic Travel Product 836,Travel,course,https://example.com/products/p0836,116.03,0.3949,144733,9,11178,66,67,39
P0837,Synthetic Career Software Product 837,Career Software,service,https://example.com/products/p0837,91.05,0.429,9708,65,362,15,66,0
P0838,Synthetic Beauty Product 838,Beauty,digital_download,https://example.com/products/p0838,379.01,0.2151,47541,-36,13390,82,81,46
P0839,Synthetic Productivity Product 839,Productivity,physical,https://example.com/products/p0839,432.5,0.5092,62545,-49,14926,136,70,37
P0840,Synthetic Summer Gadgets Product 840,Summer Gadgets,digital_download,https://example.com/products/p0840,68.07,0.2648,145678,-58,4983,90,65,64
P0841,Synthetic Personal Finance Product 841,Personal Finance,software,https://example.com/products/p0841,205.27,0.3458,79705,-2,7227,116,19,28
P0842,Synthetic Career Software Product 842,Career Software,course,https://example.com/products/p0842,130.87,0.4247,89482,-37,11958,135,45,44
P0843,Synthetic Personal Finance Product 843,Personal Finance,physical,https://example.com/products/p0843,210.48,0.4152,42330,-56,5207,105,39,99
P0844,Synthetic Home Office Product 844,Home Office,software,https://example.com/products/p0844,117.4,0.4938,118543,74,10797,59,89,38
P0845,Synthetic Pet Care Product 845,Pet Care,subscription,https://example.com/products/p0845,42.1,0.0654,35096,77,5234,73,44,96
P0846,Synthetic Creator Tools Product 846,Creator Tools,membership,https://example.com/products/p0846,153.9,0.3231,101934,75,10993,146,14,31
P0847,Synthetic Fitness Product 847,Fitness,membership,https://example.com/products/p0847,177.11,0.0402,132252,80,3622,32,1,49
P0848,Synthetic Beauty Product 848,Beauty,course,https://example.com/products/p0848,321.81,0.2178,57351,-63,12030,136,39,19
P0849,Synthetic Travel Product 849,Travel,mobile_app,https://example.com/products/p0849,80.38,0.5812,54089,-11,2410,96,78,2
P0850,Synthetic Personal Finance Product 850,Personal Finance,mobile_app,https://example.com/products/p0850,216.01,0.2591,142775,39,9084,155,36,47
P0851,Synthetic Personal Finance Product 851,Personal Finance,software,https://example.com/products/p0851,22.45,0.3598,76710,40,3003,133,32,14
P0852,Synthetic Creator Tools Product 852,Creator Tools,mobile_app,https://example.com/products/p0852,138.18,0.0525,75591,68,7707,20,86,61
P0853,Synthetic Home Office Product 853,Home Office,service,https://example.com/products/p0853,280.98,0.3188,60634,-36,6447,123,65,26
P0854,Synthetic Gaming Product 854,Gaming,digital_download,https://example.com/products/p0854,71.87,0.3505,105375,56,495,8,38,26
P0855,Synthetic Creator Tools Product 855,Creator Tools,subscription,https://example.com/products/p0855,291.82,0.1314,110463,82,7339,135,71,81
P0856,Synthetic Summer Gadgets Product 856,Summer Gadgets,service,https://example.com/products/p0856,137.42,0.5865,100679,-27,1343,105,27,3
P0857,Synthetic Creator Tools Product 857,Creator Tools,mobile_app,https://example.com/products/p0857,499.46,0.4181,96555,10,3139,6,26,60
P0858,Synthetic Beauty Product 858,Beauty,mobile_app,https://example.com/products/p0858,107.59,0.257,120254,-54,8345,43,24,70
P0859,Synthetic Beauty Product 859,Beauty,physical,https://example.com/products/p0859,23.17,0.0927,89198,-45,2087,4,34,57
P0860,Synthetic Beauty Product 860,Beauty,mobile_app,https://example.com/products/p0860,256.98,0.5828,16374,-23,1630,65,89,49
P0861,Synthetic Home Office Product 861,Home Office,digital_download,https://example.com/products/p0861,419.61,0.473,75795,0,2977,4,47,73
P0862,Synthetic Pet Care Product 862,Pet Care,subscription,https://example.com/products/p0862,254.73,0.5523,103357,9,5275,113,72,32
P0863,Synthetic Travel Product 863,Travel,membership,https://example.com/products/p0863,398.36,0.4904,68178,65,1031,145,33,72
P0864,Synthetic Fitness Product 864,Fitness,mobile_app,https://example.com/products/p0864,403.44,0.0898,14814,33,12003,112,7,35
P0865,Synthetic Productivity Product 865,Productivity,membership,https://example.com/products/p0865,172.1,0.2786,102829,16,13111,128,65,46
P0866,Synthetic Career Software Product 866,Career Software,service,https://example.com/products/p0866,36.01,0.3022,145876,63,517,32,33,100
P0867,Synthetic Beauty Product 867,Beauty,membership,https://example.com/products/p0867,85.32,0.5532,86040,88,100,100,42,99
P0868,Synthetic Home Office Product 868,Home Office,service,https://example.com/products/p0868,306.04,0.1421,84889,47,9479,26,52,16
P0869,Synthetic Fitness Product 869,Fitness,software,https://example.com/products/p0869,74.97,0.2179,74431,-33,4676,76,46,60
P0870,Synthetic Fitness Product 870,Fitness,course,https://example.com/products/p0870,381.89,0.2115,87805,43,7537,127,90,97
P0871,Synthetic Pet Care Product 871,Pet Care,service,https://example.com/products/p0871,284.31,0.4065,39384,24,13133,79,59,97
P0872,Synthetic Career Software Product 872,Career Software,physical,https://example.com/products/p0872,445.01,0.2161,19951,76,13138,101,81,86
P0873,Synthetic Travel Product 873,Travel,subscription,https://example.com/products/p0873,11.16,0.5199,125282,21,409,44,68,100
P0874,Synthetic Travel Product 874,Travel,physical,https://example.com/products/p0874,105.38,0.0645,106741,-33,8507,134,28,42
P0875,Synthetic Pet Care Product 875,Pet Care,software,https://example.com/products/p0875,208.22,0.5184,79970,-45,4207,40,90,10
P0876,Synthetic Education Product 876,Education,subscription,https://example.com/products/p0876,476.57,0.1386,1993,-68,7513,139,67,0
P0877,Synthetic Education Product 877,Education,physical,https://example.com/products/p0877,391.1,0.1867,66532,-41,12124,67,80,6
P0878,Synthetic Productivity Product 878,Productivity,subscription,https://example.com/products/p0878,152.37,0.5827,24899,24,1089,140,50,9
P0879,Synthetic Home Office Product 879,Home Office,physical,https://example.com/products/p0879,180.64,0.2497,15204,55,4532,69,72,31
P0880,Synthetic Personal Finance Product 880,Personal Finance,membership,https://example.com/products/p0880,146.71,0.3833,137155,6,13053,62,25,73
P0881,Synthetic Productivity Product 881,Productivity,mobile_app,https://example.com/products/p0881,148.98,0.4302,148046,-9,13983,82,51,8
P0882,Synthetic Summer Gadgets Product 882,Summer Gadgets,physical,https://example.com/products/p0882,166.66,0.3341,54050,7,14305,133,52,21
P0883,Synthetic Gaming Product 883,Gaming,mobile_app,https://example.com/products/p0883,378.67,0.2559,22593,41,11682,106,60,29
P0884,Synthetic Education Product 884,Education,software,https://example.com/products/p0884,202.47,0.4093,1469,10,7219,96,83,78
P0885,Synthetic Productivity Product 885,Productivity,course,https://example.com/products/p0885,67.84,0.1427,74194,68,11528,124,27,94
P0886,Synthetic Home Office Product 886,Home Office,physical,https://example.com/products/p0886,11.2,0.0792,14697,-42,1952,142,31,99
