offer_id,product_id,platform,payout_type,offer_price,commission_rate,fixed_commission_amount,commission_per_lead,cookie_duration_days,recurring_commission,affiliate_url,offer_status
O01984,P0795,CJ Affiliate,one_time,465.31,0.4394,,,1,False,https://example.com/offers/o01984,active
O01985,P0795,Awin,recurring,332.56,0.4259,,,1,True,https://example.com/offers/o01985,unknown
O01986,P0795,Amazon Associates,fixed_amount,,,46.0,,90,False,https://example.com/offers/o01986,active
O01987,P0796,CJ Affiliate,recurring,428.77,0.0367,,,60,True,https://example.com/offers/o01987,active
O01988,P0796,Direct Program,fixed_amount,,,9.76,,14,False,https://example.com/offers/o01988,active
O01989,P0796,Amazon Associates,lead,,,,3.77,60,False,https://example.com/offers/o01989,active
O01990,P0796,ShareASale,one_time,306.21,0.5712,,,90,False,https://example.com/offers/o01990,active
O01991,P0797,ShareASale,fixed_amount,,,90.17,,0,False,https://example.com/offers/o01991,active
O01992,P0798,Amazon Associates,lead,,,,60.36,14,False,https://example.com/offers/o01992,active
O01993,P0798,Amazon Associates,one_time,93.08,0.1256,,,90,False,https://example.com/offers/o01993,active
O01994,P0799,CJ Affiliate,one_time,190.23,0.2608,,,14,False,https://example.com/offers/o01994,unknown
O01995,P0799,Rakuten Advertising,recurring,210.95,0.4671,,,90,True,https://example.com/offers/o01995,active
O01996,P0799,PartnerStack,fixed_amount,,,91.76,,60,False,https://example.com/offers/o01996,active
O01997,P0800,Direct Program,recurring,534.66,0.0543,,,30,True,https://example.com/offers/o01997,unknown
O01998,P0800,PartnerStack,fixed_amount,,,98.14,,60,False,https://example.com/offers/o01998,unknown
O01999,P0800,Direct Program,lead,,,,17.28,0,False,https://example.com/offers/o01999,unknown
O02000,P0800,Rakuten Advertising,one_time,414.77,0.6087,,,60,False,https://example.com/offers/o02000,unknown
O02001,P0801,Impact,fixed_amount,,,44.4,,60,False,https://example.com/offers/o02001,active
O02002,P0802,Rakuten Advertising,lead,,,,21.09,0,False,https://example.com/offers/o02002,inactive
O02003,P0802,Rakuten Advertising,one_time,428.38,0.4307,,,90,False,https://example.com/offers/o02003,unknown
O02004,P0803,Impact,one_time,160.45,0.1249,,,90,False,https://example.com/offers/o02004,active
O02005,P0803,CJ Affiliate,recurring,137.01,0.0127,,,7,True,https://example.com/offers/o02005,inactive
O02006,P0803,Amazon Associates,fixed_amount,,,86.18,,0,False,https://example.com/offers/o02006,active
O02007,P0804,CJ Affiliate,recurring,312.76,0.6658,,,30,True,https://example.com/offers/o02007,active
O02008,P0804,Amazon Associates,fixed_amount,,,43.73,,1,False,https://example.com/offers/o02008,unknown
O02009,P0804,Direct Program,lead,,,,15.68,1,False,https://example.com/offers/o02009,unknown
O02010,P0804,PartnerStack,one_time,382.88,0.3912,,,7,False,https://example.com/offers/o02010,inactive
O02011,P0805,Amazon Associates,fixed_amount,,,87.53,,1,False,https://example.com/offers/o02011,active
O02012,P0806,Amazon Associates,lead,,,,12.44,1,False,https://example.com/offers/o02012,unknown
O02013,P0806,Awin,one_time,177.07,0.0951,,,1,False,https://example.com/offers/o02013,unknown
O02014,P0807,Amazon Associates,one_time,289.78,0.457,,,14,False,https://example.com/offers/o02014,unknown
O02015,P0807,CJ Affiliate,recurring,316.1,0.0634,,,0,True,https://example.com/offers/o02015,active
O02016,P0807,Amazon Associates,fixed_amount,,,149.97,,90,False,https://example.com/offers/o02016,inactive
O02017,P0808,ShareASale,recurring,549.0,0.0814,,,1,True,https://example.com/offers/o02017,unknown
O02018,P0808,Awin,fixed_amount,,,33.06,,14,False,https://example.com/offers/o02018,active
O02019,P0808,Impact,lead,,,,46.55,1,False,https://example.com/offers/o02019,inactive
O02020,P0808,Impact,one_time,534.63,0.7464,,,60,False,https://example.com/offers/o02020,active
O02021,P0809,Impact,fixed_amount,,,29.57,,90,False,https://example.com/offers/o02021,active
O02022,P0810,Direct Program,lead,,,,42.37,60,False,https://example.com/offers/o02022,unknown
O02023,P0810,Direct Program,one_time,262.31,0.6689,,,0,False,https://example.com/offers/o02023,inactive
O02024,P0811,Awin,one_time,313.37,0.2934,,,90,False,https://example.com/offers/o02024,unknown
O02025,P0811,Awin,recurring,330.62,0.6589,,,0,True,https://example.com/offers/o02025,inactive
O02026,P0811,PartnerStack,fixed_amount,,,87.4,,7,False,https://example.com/offers/o02026,active
O02027,P0812,Amazon Associates,recurring,152.18,0.4122,,,14,True,https://example.com/offers/o02027,inactive
O02028,P0812,Impact,fixed_amount,,,130.15,,14,False,https://example.com/offers/o02028,inactive
O02029,P0812,Rakuten Advertising,lead,,,,40.68,1,False,https://example.com/offers/o02029,active
O02030,P0812,Awin,one_time,146.74,0.1084,,,1,False,https://example.com/offers/o02030,unknown
O02031,P0813,Rakuten Advertising,fixed_amount,,,13.98,,90,False,https://example.com/offers/o02031,unknown
O02032,P0814,Rakuten Advertising,lead,,,,6.77,7,False,https://example.com/offers/o02032,inactive
O02033,P0814,Direct Program,one_time,392.06,0.6307,,,60,False,https://example.com/offers/o02033,active
O02034,P0815,Rakuten Advertising,one_time,155.93,0.0568,,,7,False,https://example.com/offers/o02034,inactive
O02035,P0815,Rakuten Advertising,recurring,203.83,0.6995,,,60,True,https://example.com/offers/o02035,active
O02036,P0815,PartnerStack,fixed_amount,,,1.75,,14,False,https://example.com/offers/o02036,active
O02037,P0816,Awin,recurring,237.12,0.1881,,,60,True,https://example.com/offers/o02037,active
O02038,P0816,PartnerStack,fixed_amount,,,141.11,,60,False,https://example.com/offers/o02038,active
O02039,P0816,Rakuten Advertising,lead,,,,70.93,30,False,https://example.com/offers/o02039,inactive
O02040,P0816,CJ Affiliate,one_time,225.56,0.1729,,,1,False,https://example.com/offers/o02040,active
O02041,P0817,Impact,fixed_amount,,,54.53,,30,False,https://example.com/offers/o02041,unknown
O02042,P0818,Direct Program,lead,,,,57.41,90,False,https://example.com/offers/o02042,inactive
O02043,P0818,Rakuten Advertising,one_time,375.46,0.4521,,,0,False,https://example.com/offers/o02043,active
O02044,P0819,PartnerStack,one_time,301.55,0.6597,,,7,False,https://example.com/offers/o02044,unknown
O02045,P0819,Amazon Associates,recurring,343.93,0.2029,,,0,True,https://example.com/offers/o02045,active
O02046,P0819,PartnerStack,fixed_amount,,,36.17,,14,False,https://example.com/offers/o02046,active
O02047,P0820,Impact,recurring,406.46,0.1546,,,90,True,https://example.com/offers/o02047,active
O02048,P0820,Amazon Associates,fixed_amount,,,23.97,,30,False,https://example.com/offers/o02048,unknown
O02049,P0820,Amazon Associates,lead,,,,2.54,14,False,https://example.com/offers/o02049,unknown
O02050,P0820,CJ Affiliate,one_time,478.36,0.6237,,,14,False,https://example.com/offers/o02050,inactive
O02051,P0821,PartnerStack,fixed_amount,,,61.65,,1,False,https://example.com/offers/o02051,unknown
O02052,P0822,Rakuten Advertising,lead,,,,6.58,30,False,https://example.com/offers/o02052,active
O02053,P0822,Impact,one_time,395.58,0.4292,,,7,False,https://example.com/offers/o02053,inactive
O02054,P0823,Rakuten Advertising,one_time,36.84,0.7243,,,0,False,https://example.com/offers/o02054,inactive
O02055,P0823,Impact,recurring,35.72,0.5508,,,90,True,https://example.com/offers/o02055,active
O02056,P0823,ShareASale,fixed_amount,,,43.99,,0,False,https://example.com/offers/o02056,active
O02057,P0824,Awin,recurring,101.95,0.6879,,,1,True,https://example.com/offers/o02057,inactive
O02058,P0824,ShareASale,fixed_amount,,,120.85,,90,False,https://example.com/offers/o02058,inactive
O02059,P0824,Impact,lead,,,,43.3,90,False,https://example.com/offers/o02059,active
O02060,P0824,Rakuten Advertising,one_time,123.66,0.7495,,,30,False,https://example.com/offers/o02060,active
O02061,P0825,ShareASale,fixed_amount,,,118.59,,0,False,https://example.com/offers/o02061,inactive
O02062,P0826,Amazon Associates,lead,,,,59.09,14,False,https://example.com/offers/o02062,unknown
O02063,P0826,PartnerStack,one_time,456.19,0.5586,,,60,False,https://example.com/offers/o02063,active
O02064,P0827,ShareASale,one_time,217.63,0.0936,,,7,False,https://example.com/offers/o02064,active
O02065,P0827,Rakuten Advertising,recurring,215.81,0.1097,,,1,True,https://example.com/offers/o02065,unknown
O02066,P0827,PartnerStack,fixed_amount,,,132.25,,90,False,https://example.com/offers/o02066,active
O02067,P0828,CJ Affiliate,recurring,245.23,0.3647,,,90,True,https://example.com/offers/o02067,active
O02068,P0828,Impact,fixed_amount,,,88.02,,14,False,https://example.com/offers/o02068,unknown
O02069,P0828,PartnerStack,lead,,,,57.42,30,False,https://example.com/offers/o02069,active
O02070,P0828,Awin,one_time,309.51,0.1352,,,60,False,https://example.com/offers/o02070,unknown
O02071,P0829,Amazon Associates,fixed_amount,,,142.31,,30,False,https://example.com/offers/o02071,active
O02072,P0830,Direct Program,lead,,,,28.74,14,False,https://example.com/offers/o02072,active
O02073,P0830,PartnerStack,one_time,347.34,0.6704,,,0,False,https://example.com/offers/o02073,active
O02074,P0831,Rakuten Advertising,one_time,401.12,0.4224,,,7,False,https://example.com/offers/o02074,active
O02075,P0831,PartnerStack,recurring,365.9,0.6536,,,14,True,https://example.com/offers/o02075,unknown
O02076,P0831,Awin,fixed_amount,,,25.54,,60,False,https://example.com/offers/o02076,unknown
O02077,P0832,Rakuten Advertising,recurring,245.64,0.268,,,60,True,https://example.com/offers/o02077,active
O02078,P0832,CJ Affiliate,fixed_amount,,,123.95,,0,False,https://example.com/offers/o02078,active
O02079,P0832,PartnerStack,lead,,,,53.59,0,False,https://example.com/offers/o02079,active
O02080,P0832,PartnerStack,one_time,282.95,0.4773,,,60,False,https://example.com/offers/o02080,active
O02081,P0833,Rakuten Advertising,fixed_amount,,,10.63,,1,False,https://example.com/offers/o02081,active
O02082,P0834,Rakuten Advertising,lead,,,,11.84,0,False,https://example.com/offers/o02082,inactive
O02083,P0834,ShareASale,one_time,208.01,0.0869,,,90,False,https://example.com/offers/o02083,unknown
O02084,P0835,ShareASale,one_time,22.5,0.7163,,,1,False,https://example.com/offers/o02084,inactive
O02085,P0835,Impact,recurring,26.54,0.1467,,,60,True,https://example.com/offers/o02085,active
O02086,P0835,PartnerStack,fixed_amount,,,86.12,,1,False,https://example.com/offers/o02086,unknown
O02087,P0836,Direct Program,recurring,121.34,0.0678,,,0,True,https://example.com/offers/o02087,inactive
O02088,P0836,Direct Program,fixed_amount,,,74.3,,90,False,https://example.com/offers/o02088,unknown
O02089,P0836,PartnerStack,lead,,,,29.74,7,False,https://example.com/offers/o02089,unknown
O02090,P0836,Awin,one_time,126.59,0.1004,,,60,False,https://example.com/offers/o02090,unknown
O02091,P0837,Awin,fixed_amount,,,108.95,,1,False,https://example.com/offers/o02091,unknown
O02092,P0838,CJ Affiliate,lead,,,,56.01,1,False,https://example.com/offers/o02092,inactive
O02093,P0838,Amazon Associates,one_time,312.19,0.0985,,,30,False,https://example.com/offers/o02093,inactive
O02094,P0839,Rakuten Advertising,one_time,415.6,0.1437,,,14,False,https://example.com/offers/o02094,active
O02095,P0839,CJ Affiliate,recurring,433.51,0.1949,,,0,True,https://example.com/offers/o02095,unknown
O02096,P0839,Amazon Associates,fixed_amount,,,143.76,,0,False,https://example.com/offers/o02096,active
O02097,P0840,ShareASale,recurring,77.28,0.2673,,,7,True,https://example.com/offers/o02097,inactive
O02098,P0840,PartnerStack,fixed_amount,,,98.37,,1,False,https://example.com/offers/o02098,active
O02099,P0840,PartnerStack,lead,,,,40.68,0,False,https://example.com/offers/o02099,active
O02100,P0840,ShareASale,one_time,70.64,0.6284,,,0,False,https://example.com/offers/o02100,active
O02101,P0841,Direct Program,fixed_amount,,,130.0,,14,False,https://example.com/offers/o02101,active
O02102,P0842,Awin,lead,,,,43.2,14,False,https://example.com/offers/o02102,active
O02103,P0842,Amazon Associates,one_time,140.42,0.3986,,,1,False,https://example.com/offers/o02103,active
O02104,P0843,ShareASale,one_time,184.42,0.5455,,,7,False,https://example.com/offers/o02104,active
O02105,P0843,Rakuten Advertising,recurring,235.85,0.5149,,,1,True,https://example.com/offers/o02105,unknown
O02106,P0843,Amazon Associates,fixed_amount,,,143.81,,7,False,https://example.com/offers/o02106,active
O02107,P0844,CJ Affiliate,recurring,129.26,0.3136,,,7,True,https://example.com/offers/o02107,inactive
O02108,P0844,CJ Affiliate,fixed_amount,,,26.65,,60,False,https://example.com/offers/o02108,active
O02109,P0844,Impact,lead,,,,27.41,14,False,https://example.com/offers/o02109,unknown
O02110,P0844,Direct Program,one_time,132.65,0.0388,,,7,False,https://example.com/offers/o02110,active
O02111,P0845,ShareASale,fixed_amount,,,4.96,,90,False,https://example.com/offers/o02111,inactive
O02112,P0846,CJ Affiliate,lead,,,,49.91,90,False,https://example.com/offers/o02112,inactive
O02113,P0846,PartnerStack,one_time,163.52,0.6648,,,0,False,https://example.com/offers/o02113,active
O02114,P0847,Direct Program,one_time,173.11,0.7243,,,1,False,https://example.com/offers/o02114,active
O02115,P0847,CJ Affiliate,recurring,155.5,0.4402,,,1,True,https://example.com/offers/o02115,active
O02116,P0847,Direct Program,fixed_amount,,,18.3,,60,False,https://example.com/offers/o02116,unknown
O02117,P0848,CJ Affiliate,recurring,344.93,0.1446,,,0,True,https://example.com/offers/o02117,active
O02118,P0848,ShareASale,fixed_amount,,,51.95,,1,False,https://example.com/offers/o02118,active
O02119,P0848,ShareASale,lead,,,,3.01,14,False,https://example.com/offers/o02119,active
O02120,P0848,Rakuten Advertising,one_time,382.92,0.407,,,60,False,https://example.com/offers/o02120,inactive
O02121,P0849,Amazon Associates,fixed_amount,,,69.83,,7,False,https://example.com/offers/o02121,active
O02122,P0850,CJ Affiliate,lead,,,,11.99,30,False,https://example.com/offers/o02122,active
O02123,P0850,PartnerStack,one_time,246.95,0.6575,,,1,False,https://example.com/offers/o02123,active
O02124,P0851,Awin,one_time,23.54,0.4944,,,7,False,https://example.com/offers/o02124,active
O02125,P0851,PartnerStack,recurring,26.78,0.2744,,,1,True,https://example.com/offers/o02125,active
O02126,P0851,Impact,fixed_amount,,,40.68,,0,False,https://example.com/offers/o02126,unknown
O02127,P0852,PartnerStack,recurring,150.8,0.2764,,,1,True,https://example.com/offers/o02127,active
O02128,P0852,Rakuten Advertising,fixed_amount,,,102.77,,0,False,https://example.com/offers/o02128,active
O02129,P0852,Awin,lead,,,,33.38,7,False,https://example.com/offers/o02129,active
O02130,P0852,Impact,one_time,131.78,0.0272,,,7,False,https://example.com/offers/o02130,active
O02131,P0853,Rakuten Advertising,fixed_amount,,,127.08,,90,False,https://example.com/offers/o02131,active
O02132,P0854,Direct Program,lead,,,,53.4,60,False,https://example.com/offers/o02132,inactive
O02133,P0854,Awin,one_time,67.0,0.7172,,,14,False,https://example.com/offers/o02133,active
O02134,P0855,Amazon Associates,one_time,310.05,0.2633,,,7,False,https://example.com/offers/o02134,inactive
O02135,P0855,Impact,recurring,270.86,0.1821,,,1,True,https://example.com/offers/o02135,active
O02136,P0855,Rakuten Advertising,fixed_amount,,,126.4,,1,False,https://example.com/offers/o02136,active
O02137,P0856,ShareASale,recurring,161.14,0.6013,,,0,True,https://example.com/offers/o02137,active
O02138,P0856,Rakuten Advertising,fixed_amount,,,129.47,,1,False,https://example.com/offers/o02138,inactive
O02139,P0856,Amazon Associates,lead,,,,15.72,7,False,https://example.com/offers/o02139,inactive
O02140,P0856,Impact,one_time,132.15,0.5654,,,14,False,https://example.com/offers/o02140,active
O02141,P0857,Rakuten Advertising,fixed_amount,,,54.5,,7,False,https://example.com/offers/o02141,active
O02142,P0858,Amazon Associates,lead,,,,13.6,1,False,https://example.com/offers/o02142,active
O02143,P0858,Direct Program,one_time,101.2,0.2852,,,30,False,https://example.com/offers/o02143,active
O02144,P0859,ShareASale,one_time,20.53,0.1231,,,1,False,https://example.com/offers/o02144,active
O02145,P0859,Awin,recurring,21.32,0.281,,,60,True,https://example.com/offers/o02145,active
O02146,P0859,Direct Program,fixed_amount,,,134.64,,1,False,https://example.com/offers/o02146,unknown
O02147,P0860,CJ Affiliate,recurring,306.12,0.0847,,,0,True,https://example.com/offers/o02147,active
O02148,P0860,Direct Program,fixed_amount,,,47.83,,0,False,https://example.com/offers/o02148,unknown
O02149,P0860,Impact,lead,,,,48.27,14,False,https://example.com/offers/o02149,active
O02150,P0860,Impact,one_time,217.81,0.2124,,,90,False,https://example.com/offers/o02150,active
O02151,P0861,CJ Affiliate,fixed_amount,,,101.8,,1,False,https://example.com/offers/o02151,unknown
O02152,P0862,Awin,lead,,,,4.54,7,False,https://example.com/offers/o02152,inactive
O02153,P0862,Amazon Associates,one_time,288.17,0.3611,,,7,False,https://example.com/offers/o02153,unknown
O02154,P0863,PartnerStack,one_time,343.73,0.1607,,,60,False,https://example.com/offers/o02154,active
O02155,P0863,Rakuten Advertising,recurring,452.63,0.6506,,,14,True,https://example.com/offers/o02155,active
O02156,P0863,PartnerStack,fixed_amount,,,82.27,,30,False,https://example.com/offers/o02156,unknown
O02157,P0864,CJ Affiliate,recurring,438.65,0.5464,,,90,True,https://example.com/offers/o02157,inactive
O02158,P0864,PartnerStack,fixed_amount,,,108.76,,7,False,https://example.com/offers/o02158,active
O02159,P0864,CJ Affiliate,lead,,,,2.81,7,False,https://example.com/offers/o02159,unknown
O02160,P0864,Rakuten Advertising,one_time,449.63,0.023,,,7,False,https://example.com/offers/o02160,active
O02161,P0865,Awin,fixed_amount,,,111.5,,7,False,https://example.com/offers/o02161,active
O02162,P0866,PartnerStack,lead,,,,69.16,7,False,https://example.com/offers/o02162,inactive
O02163,P0866,ShareASale,one_time,34.71,0.0548,,,7,False,https://example.com/offers/o02163,active
O02164,P0867,Awin,one_time,95.45,0.4496,,,60,False,https://example.com/offers/o02164,active
O02165,P0867,CJ Affiliate,recurring,75.09,0.6322,,,30,True,https://example.com/offers/o02165,active
O02166,P0867,ShareASale,fixed_amount,,,63.37,,30,False,https://example.com/offers/o02166,active
O02167,P0868,Impact,recurring,248.0,0.4725,,,1,True,https://example.com/offers/o02167,active
O02168,P0868,Amazon Associates,fixed_amount,,,136.28,,0,False,https://example.com/offers/o02168,unknown
O02169,P0868,ShareASale,lead,,,,10.23,7,False,https://example.com/offers/o02169,active
O02170,P0868,Rakuten Advertising,one_time,300.06,0.5417,,,60,False,https://example.com/offers/o02170,active
O02171,P0869,Direct Program,fixed_amount,,,89.25,,60,False,https://example.com/offers/o02171,inactive
O02172,P0870,Awin,lead,,,,36.07,1,False,https://example.com/offers/o02172,active
O02173,P0870,Impact,one_time,435.5,0.1754,,,1,False,https://example.com/offers/o02173,active
O02174,P0871,PartnerStack,one_time,272.65,0.5697,,,30,False,https://example.com/offers/o02174,inactive
O02175,P0871,ShareASale,recurring,243.43,0.0541,,,90,True,https://example.com/offers/o02175,active
O02176,P0871,Impact,fixed_amount,,,68.53,,1,False,https://example.com/offers/o02176,active
O02177,P0872,CJ Affiliate,recurring,446.11,0.0134,,,7,True,https://example.com/offers/o02177,active
O02178,P0872,Amazon Associates,fixed_amount,,,121.89,,1,False,https://example.com/offers/o02178,active
O02179,P0872,Awin,lead,,,,37.36,0,False,https://example.com/offers/o02179,active
O02180,P0872,Direct Program,one_time,361.73,0.6785,,,1,False,https://example.com/offers/o02180,active
O02181,P0873,CJ Affiliate,fixed_amount,,,121.27,,60,False,https://example.com/offers/o02181,inactive
O02182,P0874,CJ Affiliate,lead,,,,62.01,1,False,https://example.com/offers/o02182,active
O02183,P0874,Amazon Associates,one_time,114.14,0.3727,,,30,False,https://example.com/offers/o02183,active
O02184,P0875,PartnerStack,one_time,182.04,0.3994,,,7,False,https://example.com/offers/o02184,active
O02185,P0875,Rakuten Advertising,recurring,238.8,0.5622,,,1,True,https://example.com/offers/o02185,inactive
O02186,P0875,Amazon Associates,fixed_amount,,,77.86,,90,False,https://example.com/offers/o02186,active
O02187,P0876,Direct Program,recurring,569.3,0.6905,,,0,True,https://example.com/offers/o02187,active
O02188,P0876,CJ Affiliate,fixed_amount,,,134.59,,90,False,https://example.com/offers/o02188,active
O02189,P0876,Amazon Associates,lead,,,,67.24,14,False,https://example.com/offers/o02189,active
O02190,P0876,Impact,one_time,476.18,0.1833,,,30,False,https://example.com/offers/o02190,active
O02191,P0877,CJ Affiliate,fixed_amount,,,141.78,,90,False,https://example.com/offers/o02191,active
O02192,P0878,Awin,lead,,,,42.01,30,False,https://example.com/offers/o02192,active
O02193,P0878,Awin,one_time,175.67,0.0602,,,90,False,https://example.com/offers/o02193,active
O02194,P0879,Amazon Associates,one_time,168.08,0.3871,,,60,False,https://example.com/offers/o02194,inactive
O02195,P0879,Direct Program,recurring,161.53,0.7134,,,90,True,https://example.com/offers/o02195,active
O02196,P0879,Impact,fixed_amount,,,148.48,,1,False,https://example.com/offers/o02196,inactive
O02197,P0880,Amazon Associates,recurring,122.32,0.5165,,,7,True,https://example.com/offers/o02197,unknown
O02198,P0880,Awin,fixed_amount,,,55.92,,60,False,https://example.com/offers/o02198,active
O02199,P0880,ShareASale,lead,,,,14.71,90,False,https://example.com/offers/o02199,active
O02200,P0880,ShareASale,one_time,127.18,0.6557,,,7,False,https://example.com/offers/o02200,active
O02201,P0881,Direct Program,fixed_amount,,,9.54,,7,False,https://example.com/offers/o02201,inactive
O02202,P0882,Direct Program,lead,,,,49.86,30,False,https://example.com/offers/o02202,unknown
O02203,P0882,ShareASale,one_time,152.07,0.238,,,0,False,https://example.com/offers/o02203,inactive
O02204,P0883,PartnerStack,one_time,362.07,0.5694,,,14,False,https://example.com/offers/o02204,unknown
O02205,P0883,Rakuten Advertising,recurring,446.74,0.1232,,,90,True,https://example.com/offers/o02205,active
O02206,P0883,Amazon Associates,fixed_amount,,,72.32,,0,False,https://example.com/offers/o02206,unknown
O02207,P0884,Rakuten Advertising,recurring,189.44,0.3198,,,60,True,https://example.com/offers/o02207,active
O02208,P0884,Amazon Associates,fixed_amount,,,84.65,,0,False,https://example.com/offers/o02208,unknown
O02209,P0884,PartnerStack,lead,,,,68.67,7,False,https://example.com/offers/o02209,active
O02210,P0884,PartnerStack,one_time,179.15,0.4938,,,90,False,https://example.com/offers/o02210,active
O02211,P0885,Rakuten Advertising,fixed_amount,,,103.44,,60,False,https://example.com/offers/o02211,unknown
O02212,P0886,CJ Affiliate,lead,,,,73.0,60,False,https://example.com/offers/o02212,unknown
O02213,P0886,Awin,one_time,9.54,0.4866,,,60,False,https://example.com/offers/o02213,inactive
O02214,P0887,Direct Program,one_time,6.42,0.1981,,,14,False,https://example.com/offers/o02214,active
O02215,P0887,CJ Affiliate,recurring,7.59,0.7443,,,60,True,https://example.com/offers/o02215,active
O02216,P0887,Impact,fixed_amount,,,54.83,,1,False,https://example.com/offers/o02216,active
O02217,P0888,Impact,recurring,189.63,0.4442,,,1,True,https://example.com/offers/o02217,unknown
O02218,P0888,PartnerStack,fixed_amount,,,114.18,,60,False,https://example.com/offers/o02218,inactive
O02219,P0888,Amazon Associates,lead,,,,72.79,7,False,https://example.com/offers/o02219,active
O02220,P0888,Awin,one_time,201.72,0.5621,,,7,False,https://example.com/offers/o02220,active
O02221,P0889,Impact,fixed_amount,,,23.54,,14,False,https://example.com/offers/o02221,active
O02222,P0890,PartnerStack,lead,,,,58.72,14,False,https://example.com/offers/o02222,active
O02223,P0890,Amazon Associates,one_time,351.09,0.2522,,,60,False,https://example.com/offers/o02223,active
O02224,P0891,Direct Program,one_time,139.64,0.2928,,,1,False,https://example.com/offers/o02224,unknown
O02225,P0891,PartnerStack,recurring,139.18,0.5016,,,14,True,https://example.com/offers/o02225,active
O02226,P0891,Impact,fixed_amount,,,100.45,,7,False,https://example.com/offers/o02226,active
O02227,P0892,Rakuten Advertising,recurring,125.63,0.2258,,,1,True,https://example.com/offers/o02227,active
O02228,P0892,Rakuten Advertising,fixed_amount,,,102.41,,0,False,https://example.com/offers/o02228,active
O02229,P0892,Direct Program,lead,,,,62.05,0,False,https://example.com/offers/o02229,active
O02230,P0892,PartnerStack,one_time,125.24,0.7127,,,14,False,https://example.com/offers/o02230,inactive
O02231,P0893,Rakuten Advertising,fixed_amount,,,107.11,,7,False,https://example.com/offers/o02231,active
O02232,P0894,Amazon Associates,lead,,,,54.52,30,False,https://example.com/offers/o02232,active
O02233,P0894,Amazon Associates,one_time,58.11,0.2307,,,30,False,https://example.com/offers/o02233,inactive
O02234,P0895,ShareASale,one_time,127.44,0.56,,,14,False,https://example.com/offers/o02234,active
O02235,P0895,Amazon Associates,recurring,144.26,0.4498,,,7,True,https://example.com/offers/o02235,active
O02236,P0895,Amazon Associates,fixed_amount,,,103.72,,1,False,https://example.com/offers/o02236,active
O02237,P0896,Awin,recurring,356.93,0.119,,,14,True,https://example.com/offers/o02237,active
O02238,P0896,Amazon Associates,fixed_amount,,,106.14,,14,False,https://example.com/offers/o02238,unknown
O02239,P0896,PartnerStack,lead,,,,24.08,14,False,https://example.com/offers/o02239,active
O02240,P0896,PartnerStack,one_time,352.6,0.0652,,,90,False,https://example.com/offers/o02240,active
O02241,P0897,Awin,fixed_amount,,,35.53,,7,False,https://example.com/offers/o02241,unknown
O02242,P0898,Direct Program,lead,,,,21.11,1,False,https://example.com/offers/o02242,active
O02243,P0898,PartnerStack,one_time,80.06,0.6607,,,90,False,https://example.com/offers/o02243,active
O02244,P0899,Impact,one_time,234.97,0.7,,,14,False,https://example.com/offers/o02244,active
O02245,P0899,Amazon Associates,recurring,282.83,0.7132,,,7,True,https://example.com/offers/o02245,unknown
O02246,P0899,Direct Program,fixed_amount,,,119.12,,7,False,https://example.com/offers/o02246,active
O02247,P0900,Amazon Associates,recurring,14.2,0.4288,,,1,True,https://example.com/offers/o02247,unknown
O02248,P0900,Awin,fixed_amount,,,57.19,,1,False,https://example.com/offers/o02248,inactive
O02249,P0900,Impact,lead,,,,57.75,0,False,https://example.com/offers/o02249,active
O02250,P0900,Awin,one_time,15.4,0.5902,,,7,False,https://example.com/offers/o02250,inactive
O02251,P0901,Awin,fixed_amount,,,49.64,,60,False,https://example.com/offers/o02251,active
O02252,P0902,Amazon Associates,lead,,,,68.25,30,False,https://example.com/offers/o02252,unknown
O02253,P0902,Awin,one_time,191.05,0.333,,,7,False,https://example.com/offers/o02253,active
O02254,P0903,Rakuten Advertising,one_time,27.36,0.1668,,,0,False,https://example.com/offers/o02254,active
O02255,P0903,Awin,recurring,32.78,0.5042,,,7,True,https://example.com/offers/o02255,unknown
O02256,P0903,PartnerStack,fixed_amount,,,15.44,,30,False,https://example.com/offers/o02256,unknown
O02257,P0904,ShareASale,recurring,13.15,0.2614,,,30,True,https://example.com/offers/o02257,unknown
O02258,P0904,Amazon Associates,fixed_amount,,,18.5,,7,False,https://example.com/offers/o02258,inactive
O02259,P0904,Direct Program,lead,,,,63.91,7,False,https://example.com/offers/o02259,active
O02260,P0904,Impact,one_time,14.62,0.727,,,1,False,https://example.com/offers/o02260,active
O02261,P0905,CJ Affiliate,fixed_amount,,,55.97,,7,False,https://example.com/offers/o02261,unknown
O02262,P0906,Direct Program,lead,,,,22.71,60,False,https://example.com/offers/o02262,active
O02263,P0906,Direct Program,one_time,127.05,0.4523,,,7,False,https://example.com/offers/o02263,active
O02264,P0907,CJ Affiliate,one_time,20.02,0.7364,,,30,False,https://example.com/offers/o02264,active
O02265,P0907,Impact,recurring,22.04,0.1725,,,30,True,https://example.com/offers/o02265,inactive
O02266,P0907,Direct Program,fixed_amount,,,129.84,,90,False,https://example.com/offers/o02266,active
O02267,P0908,Impact,recurring,194.31,0.4581,,,60,True,https://example.com/offers/o02267,active
O02268,P0908,CJ Affiliate,fixed_amount,,,49.42,,7,False,https://example.com/offers/o02268,active
O02269,P0908,PartnerStack,lead,,,,25.64,14,False,https://example.com/offers/o02269,active
O02270,P0908,Direct Program,one_time,163.85,0.595,,,1,False,https://example.com/offers/o02270,unknown
O02271,P0909,Direct Program,fixed_amount,,,128.34,,30,False,https://example.com/offers/o02271,unknown
